Airline,Source,Destination,Duration,Total stops,Price,Departure Hour,Departure Min,Arrival Hour,Arrival Min
IndiGo,DEL,CCU,1.75,0,4634,6,5,7,50
IndiGo,DEL,CCU,1.75,0,4634,6,5,7,50
SpiceJet,DEL,CCU,2.0,0,5302,18,25,20,25
SpiceJet,DEL,CCU,2.0,0,5302,7,5,9,5
Air India,DEL,CCU,2.17,0,5360,6,50,9,0
Air India,DEL,CCU,2.17,0,5570,20,15,22,25
IndiGo,DEL,CCU,2.08,0,5687,20,0,22,5
IndiGo,DEL,CCU,2.08,0,5687,18,40,20,45
Vistara,DEL,CCU,2.08,0,5734,6,15,8,20
Vistara,DEL,CCU,2.25,0,5734,20,30,22,45
IndiGo,DEL,CCU,2.08,0,5999,17,35,19,40
Vistara,DEL,CCU,2.08,0,6150,7,30,9,35
Vistara,DEL,CCU,2.17,0,6255,15,55,18,5
Vistara,DEL,CCU,2.08,0,6270,17,30,19,35
SpiceJet,DEL,CCU,2.42,0,5301,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5311,20,40,23,0
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.17,0,5460,7,10,9,20
Air India,DEL,CCU,2.42,0,6098,16,45,19,10
IndiGo,DEL,CCU,2.08,0,6389,15,20,17,25
IndiGo,DEL,CCU,2.08,0,6905,12,25,14,30
IndiGo,DEL,CCU,2.08,0,4604,23,30,1,35
GoFirst,DEL,CCU,2.17,0,5079,5,50,8,0
GoFirst,DEL,CCU,2.25,0,5079,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,2.08,0,5460,22,10,0,15
Air India,DEL,CCU,2.33,0,9385,12,10,14,30
IndiGo,DEL,CCU,2.08,0,7627,3,0,5,5
IndiGo,DEL,CCU,5.25,1,7141,5,15,10,30
IndiGo,DEL,CCU,5.25,1,7524,16,20,21,35
IndiGo,DEL,CCU,5.25,1,7989,10,15,15,30
IndiGo,DEL,CCU,5.17,1,8060,7,20,12,30
IndiGo,DEL,CCU,5.0,1,8265,15,55,20,55
AirAsia India,DEL,CCU,6.0,1,9048,15,35,21,35
IndiGo,DEL,CCU,5.92,1,9370,5,30,11,25
AirAsia India,DEL,CCU,5.5,1,9401,10,0,15,30
IndiGo,DEL,CCU,7.17,1,9435,15,10,22,20
IndiGo,DEL,CCU,6.58,1,10055,11,55,18,30
IndiGo,DEL,CCU,5.5,1,10267,12,45,18,15
GoFirst,DEL,CCU,5.58,1,11518,12,20,17,55
Air India,DEL,CCU,5.92,1,12815,9,30,15,25
GoFirst,DEL,CCU,5.83,1,13037,2,40,8,30
Vistara,DEL,CCU,4.58,1,13123,13,40,18,15
Vistara,DEL,CCU,5.58,1,14754,14,20,19,55
AirAsia India,DEL,CCU,5.42,1,15242,12,40,18,5
GoFirst,DEL,CCU,5.92,1,15461,10,10,16,5
Vistara,DEL,CCU,5.33,1,15476,10,20,15,40
AirAsia India,DEL,CCU,4.75,1,21587,10,5,14,50
AirAsia India,DEL,CCU,8.08,1,9048,7,25,15,30
IndiGo,DEL,CCU,7.42,1,10055,15,15,22,40
Vistara,DEL,CCU,7.08,1,14439,12,50,19,55
Vistara,DEL,CCU,8.25,1,14439,11,40,19,55
Vistara,DEL,CCU,6.58,1,14649,10,20,16,55
Vistara,DEL,CCU,8.08,1,14660,8,50,16,55
Vistara,DEL,CCU,7.42,1,14859,9,30,16,55
SpiceJet,DEL,CCU,5.42,1,25406,13,5,18,30
Hahn Air Systems,DEL,CCU,6.67,1,34904,6,30,13,10
IndiGo,DEL,CCU,2.08,0,4634,8,40,10,45
Air India,DEL,CCU,2.17,0,5360,20,15,22,25
IndiGo,DEL,CCU,2.08,0,4634,8,40,10,45
SpiceJet,DEL,CCU,2.0,0,5179,18,25,20,25
Air India,DEL,CCU,2.17,0,5360,6,50,9,0
Air India,DEL,CCU,2.33,0,5360,12,10,14,30
SpiceJet,DEL,CCU,2.0,0,5449,7,5,9,5
Vistara,DEL,CCU,2.08,0,5599,7,30,9,35
IndiGo,DEL,CCU,1.75,0,5687,6,5,7,50
Vistara,DEL,CCU,2.25,0,5850,20,30,22,45
Vistara,DEL,CCU,2.08,0,5910,17,30,19,35
Vistara,DEL,CCU,2.17,0,5910,15,55,18,5
Vistara,DEL,CCU,2.08,0,5955,6,15,8,20
SpiceJet,DEL,CCU,2.42,0,5381,19,30,21,55
IndiGo,DEL,CCU,2.08,0,5579,9,55,12,0
IndiGo,DEL,CCU,2.08,0,5579,18,40,20,45
IndiGo,DEL,CCU,2.08,0,5460,9,55,12,0
IndiGo,DEL,CCU,2.08,0,5460,18,40,20,45
IndiGo,DEL,CCU,2.08,0,5460,12,25,14,30
Air India,DEL,CCU,2.42,0,5576,16,45,19,10
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.08,0,4604,23,30,1,35
IndiGo,DEL,CCU,2.08,0,4604,22,10,0,15
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,4.08,1,5549,13,25,17,30
GoFirst,DEL,CCU,2.08,0,5828,5,45,7,50
IndiGo,DEL,CCU,2.08,0,7627,3,0,5,5
IndiGo,DEL,CCU,5.0,1,5549,15,55,20,55
IndiGo,DEL,CCU,5.08,1,5549,12,25,17,30
IndiGo,DEL,CCU,5.25,1,5549,16,20,21,35
IndiGo,DEL,CCU,5.25,1,5549,10,15,15,30
IndiGo,DEL,CCU,5.5,1,5549,12,45,18,15
IndiGo,DEL,CCU,4.83,1,6043,14,0,18,50
IndiGo,DEL,CCU,5.17,1,6043,7,20,12,30
IndiGo,DEL,CCU,5.25,1,5549,5,15,10,30
IndiGo,DEL,CCU,5.92,1,5549,5,30,11,25
IndiGo,DEL,CCU,6.58,1,5549,11,55,18,30
IndiGo,DEL,CCU,7.17,1,5549,15,10,22,20
IndiGo,DEL,CCU,7.42,1,5549,15,15,22,40
IndiGo,DEL,CCU,7.5,1,5549,13,25,20,55
IndiGo,DEL,CCU,8.0,1,5990,6,25,14,25
AirAsia India,DEL,CCU,5.5,1,9075,10,0,15,30
AirAsia India,DEL,CCU,6.0,1,9075,15,35,21,35
Vistara,DEL,CCU,4.58,1,10595,13,40,18,15
GoFirst,DEL,CCU,5.92,1,11244,10,10,16,5
GoFirst,DEL,CCU,5.58,1,11518,12,20,17,55
Vistara,DEL,CCU,5.58,1,12630,14,20,19,55
GoFirst,DEL,CCU,5.83,1,10150,2,40,8,30
Air India,DEL,CCU,7.42,2,11277,9,30,16,55
Vistara,DEL,CCU,7.08,1,12630,12,50,19,55
Vistara,DEL,CCU,8.25,1,12630,11,40,19,55
Vistara,DEL,CCU,5.83,1,12748,17,50,23,40
IndiGo,DEL,CCU,5.08,1,13263,16,55,22,0
Vistara,DEL,CCU,5.33,1,13888,10,20,15,40
Vistara,DEL,CCU,6.58,1,14224,10,20,16,55
Vistara,DEL,CCU,7.42,1,14224,9,30,16,55
Vistara,DEL,CCU,8.08,1,14240,8,50,16,55
AirAsia India,DEL,CCU,4.75,1,15567,10,5,14,50
SpiceJet,DEL,CCU,5.42,1,20890,13,5,18,30
Hahn Air Systems,DEL,CCU,6.67,1,32432,6,30,13,10
IndiGo,DEL,CCU,1.75,0,4904,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4904,20,0,22,5
SpiceJet,DEL,CCU,2.0,0,5302,18,25,20,25
Vistara,DEL,CCU,2.08,0,5749,6,15,8,20
Vistara,DEL,CCU,2.08,0,5749,7,30,9,35
Vistara,DEL,CCU,2.25,0,5749,20,30,22,45
Air India,DEL,CCU,2.17,0,5850,20,15,22,25
Air India,DEL,CCU,2.17,0,5850,6,50,9,0
Vistara,DEL,CCU,2.17,0,6060,15,55,18,5
Vistara,DEL,CCU,2.08,0,6270,17,30,19,35
IndiGo,DEL,CCU,2.17,0,4904,7,10,9,20
SpiceJet,DEL,CCU,2.0,0,5302,7,5,9,5
SpiceJet,DEL,CCU,2.42,0,5302,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5311,20,40,23,0
IndiGo,DEL,CCU,2.08,0,5687,17,35,19,40
IndiGo,DEL,CCU,2.08,0,5460,18,40,20,45
IndiGo,DEL,CCU,2.08,0,5460,9,55,12,0
Air India,DEL,CCU,2.42,0,5576,16,45,19,10
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
Vistara,DEL,CCU,2.08,0,6113,17,30,19,35
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.08,0,4604,3,0,5,5
IndiGo,DEL,CCU,2.08,0,4604,23,30,1,35
GoFirst,DEL,CCU,2.08,0,5178,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,2.08,0,5460,22,10,0,15
IndiGo,DEL,CCU,4.08,1,5549,13,25,17,30
MHS Aviation,DEL,CCU,2.08,0,7169,5,45,7,50
IndiGo,DEL,CCU,5.0,1,5549,15,55,20,55
IndiGo,DEL,CCU,5.25,1,5549,10,15,15,30
IndiGo,DEL,CCU,5.25,1,5549,16,20,21,35
IndiGo,DEL,CCU,5.5,1,5549,12,45,18,15
IndiGo,DEL,CCU,5.0,1,5772,6,0,11,0
IndiGo,DEL,CCU,5.17,1,6043,7,20,12,30
IndiGo,DEL,CCU,5.25,1,5549,5,15,10,30
IndiGo,DEL,CCU,5.92,1,5549,5,30,11,25
IndiGo,DEL,CCU,6.58,1,5549,11,55,18,30
IndiGo,DEL,CCU,7.42,1,5549,15,15,22,40
IndiGo,DEL,CCU,7.5,1,5549,13,25,20,55
IndiGo,DEL,CCU,8.17,1,5549,9,20,17,30
AirAsia India,DEL,CCU,5.5,1,9048,10,0,15,30
AirAsia India,DEL,CCU,6.0,1,9048,15,35,21,35
Vistara,DEL,CCU,4.58,1,10482,13,40,18,15
Air India,DEL,CCU,5.92,1,11135,9,30,15,25
GoFirst,DEL,CCU,5.92,1,11244,10,10,16,5
GoFirst,DEL,CCU,5.58,1,11518,12,20,17,55
Vistara,DEL,CCU,5.58,1,14224,14,20,19,55
GoFirst,DEL,CCU,5.83,1,10150,2,40,8,30
Vistara,DEL,CCU,6.67,1,10875,8,20,15,0
Vistara,DEL,CCU,6.42,1,12074,7,0,13,25
Vistara,DEL,CCU,5.33,1,12299,10,20,15,40
IndiGo,DEL,CCU,5.08,1,13263,16,55,22,0
AirAsia India,DEL,CCU,5.42,1,13576,12,40,18,5
Vistara,DEL,CCU,6.58,1,14224,10,20,16,55
Vistara,DEL,CCU,7.08,1,14224,12,50,19,55
Vistara,DEL,CCU,7.42,1,14224,9,30,16,55
Vistara,DEL,CCU,8.25,1,14224,11,40,19,55
Vistara,DEL,CCU,8.08,1,14236,8,50,16,55
AirAsia India,DEL,CCU,4.75,1,15775,10,5,14,50
SpiceJet,DEL,CCU,5.42,1,21127,13,5,18,30
Hahn Air Systems,DEL,CCU,6.67,1,39263,6,30,13,10
Vistara,DEL,CCU,2.08,0,5564,6,15,8,20
IndiGo,DEL,CCU,1.75,0,4604,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4604,20,0,22,5
Vistara,DEL,CCU,2.08,0,5564,6,15,8,20
Vistara,DEL,CCU,2.08,0,5564,7,30,9,35
Air India,DEL,CCU,2.17,0,5576,20,15,22,25
Air India,DEL,CCU,2.17,0,5576,6,50,9,0
Vistara,DEL,CCU,2.08,0,5892,17,30,19,35
IndiGo,DEL,CCU,2.17,0,4604,7,10,9,20
SpiceJet,DEL,CCU,2.0,0,5164,18,25,20,25
SpiceJet,DEL,CCU,2.0,0,5164,7,5,9,5
IndiGo,DEL,CCU,2.08,0,5460,9,55,12,0
IndiGo,DEL,CCU,2.08,0,5460,12,25,14,30
IndiGo,DEL,CCU,2.08,0,5460,17,35,19,40
IndiGo,DEL,CCU,2.08,0,5460,18,40,20,45
IndiGo,DEL,CCU,2.08,0,5460,8,40,10,45
IndiGo,DEL,CCU,2.08,0,5460,15,20,17,25
Air India,DEL,CCU,2.42,0,5576,16,45,19,10
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
Vistara,DEL,CCU,2.25,0,5892,20,30,22,45
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.17,0,5888,19,45,21,55
Air India,DEL,CCU,2.33,0,6574,12,10,14,30
IndiGo,DEL,CCU,2.08,0,4604,22,10,0,15
GoFirst,DEL,CCU,2.08,0,5079,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5079,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,2.08,0,5460,23,30,1,35
IndiGo,DEL,CCU,2.08,0,5460,3,0,5,5
IndiGo,DEL,CCU,4.08,1,5549,13,25,17,30
MHS Aviation,DEL,CCU,2.08,0,7169,5,45,7,50
IndiGo,DEL,CCU,5.0,1,5549,15,55,20,55
IndiGo,DEL,CCU,5.08,1,5549,12,25,17,30
IndiGo,DEL,CCU,5.25,1,5549,10,15,15,30
IndiGo,DEL,CCU,5.25,1,5549,16,20,21,35
IndiGo,DEL,CCU,5.5,1,5549,12,45,18,15
IndiGo,DEL,CCU,4.83,1,6043,14,0,18,50
IndiGo,DEL,CCU,5.17,1,6043,7,20,12,30
IndiGo,DEL,CCU,5.92,1,5549,5,30,11,25
IndiGo,DEL,CCU,6.58,1,5549,11,55,18,30
IndiGo,DEL,CCU,7.17,1,5549,15,10,22,20
IndiGo,DEL,CCU,7.42,1,5549,15,15,22,40
IndiGo,DEL,CCU,7.5,1,5549,13,25,20,55
IndiGo,DEL,CCU,8.17,1,5549,9,20,17,30
IndiGo,DEL,CCU,6.25,1,5888,11,55,18,10
AirAsia India,DEL,CCU,6.0,1,9502,15,35,21,35
AirAsia India,DEL,CCU,5.5,1,9855,10,0,15,30
Vistara,DEL,CCU,4.58,1,10482,13,40,18,15
AirAsia India,DEL,CCU,4.75,1,10891,10,5,14,50
GoFirst,DEL,CCU,5.92,1,11244,10,10,16,5
GoFirst,DEL,CCU,5.58,1,11350,12,20,17,55
Vistara,DEL,CCU,5.33,1,12299,10,20,15,40
Vistara,DEL,CCU,5.58,1,12674,14,20,19,55
GoFirst,DEL,CCU,5.83,1,10051,2,40,8,30
Air India,DEL,CCU,7.42,2,10837,9,30,16,55
Air India,DEL,CCU,7.42,1,11515,9,30,16,55
SpiceJet,DEL,CCU,6.67,1,11887,6,30,13,10
Vistara,DEL,CCU,6.42,1,12074,7,0,13,25
Vistara,DEL,CCU,6.58,1,12674,10,20,16,55
Vistara,DEL,CCU,7.08,1,12674,12,50,19,55
Vistara,DEL,CCU,7.42,1,12674,9,30,16,55
Vistara,DEL,CCU,8.25,1,12674,11,40,19,55
Vistara,DEL,CCU,8.08,1,12730,8,50,16,55
Vistara,DEL,CCU,5.83,1,12748,17,50,23,40
SpiceJet,DEL,CCU,5.42,1,16087,13,5,18,30
Biman Bangladesh,DEL,CCU,5.0,1,16406,14,45,19,45
Hahn Air Systems,DEL,CCU,6.67,1,32432,6,30,13,10
IndiGo,DEL,CCU,1.75,0,4904,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4904,12,25,14,30
IndiGo,DEL,CCU,2.08,0,4904,8,40,10,45
IndiGo,DEL,CCU,2.08,0,4904,18,40,20,45
IndiGo,DEL,CCU,2.08,0,4904,15,20,17,25
IndiGo,DEL,CCU,2.08,0,4904,20,0,22,5
SpiceJet,DEL,CCU,2.0,0,5302,18,25,20,25
Vistara,DEL,CCU,2.08,0,5749,6,15,8,20
Vistara,DEL,CCU,2.08,0,5749,7,30,9,35
Air India,DEL,CCU,2.17,0,5850,6,50,9,0
Air India,DEL,CCU,2.17,0,5850,20,15,22,25
Vistara,DEL,CCU,2.08,0,6060,17,30,19,35
Vistara,DEL,CCU,2.17,0,6060,15,55,18,5
IndiGo,DEL,CCU,2.17,0,4904,7,10,9,20
SpiceJet,DEL,CCU,2.0,0,5302,7,5,9,5
Vistara,DEL,CCU,2.08,0,5564,6,15,8,20
Vistara,DEL,CCU,2.08,0,5564,7,30,9,35
Air India,DEL,CCU,2.33,0,5360,12,10,14,30
Vistara,DEL,CCU,2.08,0,5892,17,30,19,35
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
Vistara,DEL,CCU,2.25,0,5892,20,30,22,45
GoFirst,DEL,CCU,2.08,0,5178,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
Alaska Seaplanes,DEL,CCU,2.0,0,16633,7,5,9,5
IndiGo,DEL,CCU,2.08,0,5460,9,55,12,0
IndiGo,DEL,CCU,2.08,0,5460,17,35,19,40
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
Vistara,DEL,CCU,2.25,0,5892,20,30,22,45
Air India,DEL,CCU,2.42,0,5938,16,45,19,10
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.08,0,4604,22,10,0,15
IndiGo,DEL,CCU,2.08,0,4604,3,0,5,5
IndiGo,DEL,CCU,2.08,0,4604,23,30,1,35
GoFirst,DEL,CCU,2.08,0,5178,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
MHS Aviation,DEL,CCU,2.08,0,7169,5,45,7,50
IndiGo,DEL,CCU,4.08,1,8685,13,25,17,30
IndiGo,DEL,CCU,5.25,1,7141,5,15,10,30
IndiGo,DEL,CCU,5.25,1,7304,10,15,15,30
IndiGo,DEL,CCU,5.25,1,7524,16,20,21,35
IndiGo,DEL,CCU,5.17,1,8060,7,20,12,30
IndiGo,DEL,CCU,5.0,1,8265,15,55,20,55
IndiGo,DEL,CCU,7.5,1,8265,13,25,20,55
IndiGo,DEL,CCU,7.17,1,8299,15,10,22,20
IndiGo,DEL,CCU,5.92,1,8320,5,30,11,25
IndiGo,DEL,CCU,7.17,1,8585,13,0,20,10
IndiGo,DEL,CCU,5.08,1,8685,12,25,17,30
IndiGo,DEL,CCU,5.5,1,8692,12,45,18,15
Air India,DEL,CCU,5.92,1,11135,9,30,15,25
GoFirst,DEL,CCU,5.92,1,11244,10,10,16,5
Vistara,DEL,CCU,5.58,1,12675,14,20,19,55
AirAsia India,DEL,CCU,4.75,1,13332,10,5,14,50
GoFirst,DEL,CCU,5.83,1,10150,2,40,8,30
Vistara,DEL,CCU,6.67,1,10875,8,20,15,0
GoFirst,DEL,CCU,7.0,1,11518,12,20,19,20
Vistara,DEL,CCU,6.58,1,12453,10,20,16,55
Vistara,DEL,CCU,7.42,1,12453,9,30,16,55
Vistara,DEL,CCU,8.08,1,12509,8,50,16,55
Vistara,DEL,CCU,6.42,1,12636,7,0,13,25
Vistara,DEL,CCU,7.08,1,12675,12,50,19,55
Vistara,DEL,CCU,8.25,1,12675,11,40,19,55
Vistara,DEL,CCU,5.83,1,12748,17,50,23,40
Vistara,DEL,CCU,5.33,1,12861,10,20,15,40
Vistara,DEL,CCU,6.42,1,13705,6,0,12,25
Vistara,DEL,CCU,5.42,1,14489,7,50,13,15
Vistara,DEL,CCU,5.17,1,15044,15,20,20,30
SpiceJet,DEL,CCU,5.42,1,18921,13,5,18,30
Hahn Air Systems,DEL,CCU,6.67,1,33389,6,30,13,10
Hahn Air Systems,DEL,CCU,5.42,1,39263,13,5,18,30
Vistara,DEL,CCU,2.08,0,5495,7,30,9,35
IndiGo,DEL,CCU,1.75,0,4886,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4634,18,40,20,45
IndiGo,DEL,CCU,2.08,0,4634,12,25,14,30
IndiGo,DEL,CCU,2.17,0,4634,7,10,9,20
IndiGo,DEL,CCU,2.08,0,4886,20,0,22,5
IndiGo,DEL,CCU,2.08,0,4886,8,40,10,45
SpiceJet,DEL,CCU,2.0,0,5164,18,25,20,25
SpiceJet,DEL,CCU,2.0,0,5164,7,5,9,5
Air India,DEL,CCU,2.17,0,5360,6,50,9,0
Air India,DEL,CCU,2.33,0,5360,12,10,14,30
Vistara,DEL,CCU,2.08,0,5495,7,30,9,35
Vistara,DEL,CCU,2.08,0,5495,6,15,8,20
Vistara,DEL,CCU,2.25,0,5495,20,30,22,45
Air India,DEL,CCU,2.17,0,5570,20,15,22,25
Vistara,DEL,CCU,2.08,0,5824,17,30,19,35
IndiGo,DEL,CCU,2.08,0,5460,17,35,19,40
IndiGo,DEL,CCU,2.08,0,5460,15,20,17,25
IndiGo,DEL,CCU,2.08,0,5460,9,55,12,0
Air India,DEL,CCU,2.42,0,5576,16,45,19,10
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.08,0,4604,3,0,5,5
GoFirst,DEL,CCU,2.08,0,5178,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,2.08,0,5460,22,10,0,15
IndiGo,DEL,CCU,2.08,0,5460,23,30,1,35
MHS Aviation,DEL,CCU,2.08,0,7169,5,45,7,50
IndiGo,DEL,CCU,4.08,1,8685,13,25,17,30
IndiGo,DEL,CCU,5.25,1,7225,5,15,10,30
IndiGo,DEL,CCU,5.25,1,7304,16,20,21,35
IndiGo,DEL,CCU,5.25,1,7524,10,15,15,30
IndiGo,DEL,CCU,5.17,1,8060,7,20,12,30
IndiGo,DEL,CCU,7.17,1,8060,13,0,20,10
IndiGo,DEL,CCU,5.0,1,8265,15,55,20,55
IndiGo,DEL,CCU,7.5,1,8265,13,25,20,55
IndiGo,DEL,CCU,7.17,1,8299,15,10,22,20
IndiGo,DEL,CCU,5.92,1,8320,5,30,11,25
IndiGo,DEL,CCU,5.5,1,8530,12,45,18,15
IndiGo,DEL,CCU,5.08,1,8685,12,25,17,30
Vistara,DEL,CCU,4.58,1,10819,13,40,18,15
GoFirst,DEL,CCU,5.92,1,11244,10,10,16,5
AirAsia India,DEL,CCU,4.75,1,12657,10,5,14,50
SpiceJet,DEL,CCU,5.42,1,13567,13,5,18,30
Vistara,DEL,CCU,5.58,1,14224,14,20,19,55
GoFirst,DEL,CCU,5.83,1,10150,2,40,8,30
GoFirst,DEL,CCU,7.0,1,11350,12,20,19,20
SpiceJet,DEL,CCU,6.67,1,11887,6,30,13,10
Vistara,DEL,CCU,5.83,1,12187,17,50,23,40
Vistara,DEL,CCU,5.33,1,12861,10,20,15,40
Vistara,DEL,CCU,6.58,1,13008,10,20,16,55
Vistara,DEL,CCU,7.42,1,13008,9,30,16,55
Vistara,DEL,CCU,8.08,1,13063,8,50,16,55
Vistara,DEL,CCU,5.17,1,13964,15,20,20,30
Vistara,DEL,CCU,7.08,1,14224,12,50,19,55
Vistara,DEL,CCU,8.25,1,14224,11,40,19,55
Hahn Air Systems,DEL,CCU,6.67,1,32193,6,30,13,10
Vistara,DEL,CCU,2.08,0,5564,6,15,8,20
IndiGo,DEL,CCU,1.75,0,4604,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4604,20,0,22,5
Air India,DEL,CCU,2.17,0,5360,6,50,9,0
Vistara,DEL,CCU,2.08,0,5564,6,15,8,20
Vistara,DEL,CCU,2.08,0,5564,7,30,9,35
Vistara,DEL,CCU,2.25,0,5564,20,30,22,45
Air India,DEL,CCU,2.17,0,5570,20,15,22,25
IndiGo,DEL,CCU,2.17,0,4604,7,10,9,20
SpiceJet,DEL,CCU,2.0,0,5164,18,25,20,25
SpiceJet,DEL,CCU,2.0,0,5164,7,5,9,5
IndiGo,DEL,CCU,2.08,0,5460,18,40,20,45
IndiGo,DEL,CCU,2.08,0,5460,12,25,14,30
IndiGo,DEL,CCU,2.08,0,5460,15,20,17,25
Air India,DEL,CCU,2.33,0,5570,12,10,14,30
Air India,DEL,CCU,2.42,0,5576,16,45,19,10
Vistara,DEL,CCU,2.17,0,5892,15,55,18,5
Vistara,DEL,CCU,2.08,0,6113,17,30,19,35
SpiceJet,DEL,CCU,2.42,0,5164,19,30,21,55
AirAsia India,DEL,CCU,2.33,0,5297,20,40,23,0
IndiGo,DEL,CCU,2.08,0,5872,17,35,19,40
IndiGo,DEL,CCU,2.08,0,5872,8,40,10,45
IndiGo,DEL,CCU,2.08,0,4604,22,10,0,15
GoFirst,DEL,CCU,2.08,0,5178,5,45,7,50
GoFirst,DEL,CCU,2.25,0,5178,21,25,23,40
AirAsia India,DEL,CCU,2.17,0,5297,4,55,7,5
AirAsia India,DEL,CCU,2.25,0,5297,22,35,0,50
IndiGo,DEL,CCU,2.08,0,5460,23,30,1,35
IndiGo,DEL,CCU,2.08,0,6905,3,0,5,5
IndiGo,DEL,CCU,4.08,1,8685,13,25,17,30
IndiGo,DEL,CCU,5.25,1,7141,5,15,10,30
IndiGo,DEL,CCU,5.25,1,7304,16,20,21,35
IndiGo,DEL,CCU,5.25,1,7679,10,15,15,30
IndiGo,DEL,CCU,5.17,1,8060,7,20,12,30
IndiGo,DEL,CCU,5.0,1,8265,15,55,20,55
IndiGo,DEL,CCU,7.5,1,8265,13,25,20,55
IndiGo,DEL,CCU,7.17,1,8299,15,10,22,20
IndiGo,DEL,CCU,5.92,1,8530,5,30,11,25
IndiGo,DEL,CCU,7.17,1,8585,13,0,20,10
IndiGo,DEL,CCU,5.5,1,9007,12,45,18,15
IndiGo,DEL,CCU,5.42,1,9044,6,0,11,25
Vistara,DEL,CCU,4.58,1,10033,13,40,18,15
GoFirst,DEL,CCU,5.58,1,11518,12,20,17,55
Vistara,DEL,CCU,5.33,1,12299,10,20,15,40
Vistara,DEL,CCU,5.58,1,14224,14,20,19,55
GoFirst,DEL,CCU,5.83,1,10150,2,40,8,30
Vistara,DEL,CCU,6.67,1,10875,8,20,15,0
Vistara,DEL,CCU,6.42,1,12074,7,0,13,25
Vistara,DEL,CCU,5.83,1,12187,17,50,23,40
GoFirst,DEL,CCU,7.08,1,12579,10,50,17,55
Vistara,DEL,CCU,6.58,1,14224,10,20,16,55
Vistara,DEL,CCU,7.08,1,14224,12,50,19,55
Vistara,DEL,CCU,7.42,1,14224,9,30,16,55
Vistara,DEL,CCU,8.25,1,14224,11,40,19,55
Vistara,DEL,CCU,8.08,1,14236,8,50,16,55
Vistara,DEL,CCU,5.17,1,14504,15,20,20,30
AirAsia India,DEL,CCU,4.75,1,15868,10,5,14,50
SpiceJet,DEL,CCU,5.42,1,18921,13,5,18,30
Air India,DEL,CCU,5.92,1,30813,9,30,15,25
Air India,DEL,CCU,7.42,2,32154,9,30,16,55
Hahn Air Systems,DEL,CCU,6.67,1,38301,6,30,13,10
IndiGo,DEL,CCU,1.75,0,4635,6,5,7,50
IndiGo,DEL,CCU,1.75,0,4635,6,5,7,50
IndiGo,DEL,CCU,2.08,0,4634,22,10,0,15
